Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2014,458140,Northwest School of Wooden Boat Building,1,Main Campus,61,0,0,,0,0,,0,0,0,0,0,0,0
2014,236133,Northwest University,1,Northwest University,1862,0,0,,0,0,,0,0,0,0,0,0,0
2014,236188,Olympic College,1,Bremerton Campus,7349,0,0,,1,0,,0,0,1,0,0,0,0
2014,236188,Olympic College,2,Shelton,7349,0,0,,0,0,,0,0,0,0,0,0,0
2014,236188,Olympic College,3,Poulsbo,7349,0,0,,0,0,,0,0,0,0,0,0,0
2014,236230,Pacific Lutheran University,1,Main Campus,3242,0,0,,2,0,,0,0,0,0,8,1,0
2014,455406,Pacific Northwest University of Health Sciences,1,Main campus,431,0,0,,0,0,,0,0,0,0,0,0,0
2014,178721,Park University,11,Fairchild AFB,10792,0,0,,0,0,,0,0,0,0,0,0,0
2014,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,93,0,0,,0,0,,0,0,0,0,0,0,0
2014,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,123,0,0,,0,0,,0,0,0,0,0,0,0
2014,462071,Paul Mitchell the School-Spokane,1,Paul Mitchell the School Spokane,224,0,0,,0,0,,0,0,0,0,0,0,0
2014,236258,Peninsula College,1,Main Campus,2342,0,0,,0,0,,0,0,0,0,0,0,1
2014,236258,Peninsula College,2,Forks Branch,2342,0,0,,0,0,,0,0,0,0,0,0,0
2014,236258,Peninsula College,3,Port Townsend Branch,2342,0,0,,0,0,,0,0,0,0,0,0,0
2014,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2342,0,0,,0,0,,0,0,0,0,0,0,0
2014,236212,Perry Technical Institute,1,Perry Technical Institute,791,0,0,,0,0,,0,0,0,0,1,0,0
2014,235237,Pierce College District,1,Pierce College Fort Steilacoom,5927,0,0,,0,0,,0,0,0,0,0,0,0
2014,235237,Pierce College District,2,Pierce College at Joint Base Lewis-McChord- Army,5927,0,0,,0,0,,0,0,0,0,0,0,0
2014,235237,Pierce College District,3,Pierce College at Joint Base Lewis-McChord- Air Force,5927,0,0,,0,0,,0,0,0,0,0,0,0
2014,449074,Pima Medical Institute-Renton,1,Renton Campus,777,0,0,,0,0,,0,0,0,0,0,0,0
2014,368629,Pima Medical Institute-Seattle,1,Seattle Campus,760,0,0,,0,0,,0,0,0,0,0,0,0
2014,236382,Renton Technical College,1,Renton Technical College,3359,0,0,,0,2,,0,0,0,0,1,6,1
2014,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1801,0,0,,0,1,,0,0,0,0,1,0,0
2014,236513,Seattle Central College,1,Seattle Central College,6773,0,0,,1,2,,0,0,1,0,3,2,0
2014,236513,Seattle Central College,2,Seattle Maritime Academy,6773,0,0,,0,0,,0,0,0,0,0,0,0
2014,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6773,0,0,,0,0,,0,0,0,0,0,0,0
2014,439914,Seattle Institute of East Asian Medicine,1,Main Campus,42,0,0,,0,0,,0,0,0,0,0,0,0
2014,236577,Seattle Pacific University,1,Main Campus,4217,0,0,,3,1,,0,0,0,4,9,1,0
2014,236595,Seattle University,1,Main Campus,7273,0,0,,1,0,,0,0,2,0,3,4,0
2014,236610,Shoreline Community College,1,Shoreline Community College,6015,0,0,,0,0,,0,0,0,0,1,0,1
2014,236638,Skagit Valley College,1,Mount Vernon Campus,4993,0,0,,0,0,,0,0,0,4,26,1,0
2014,236638,Skagit Valley College,2,Whidbey Island Campus,4993,0,0,,0,0,,0,0,0,0,0,0,0
2014,236638,Skagit Valley College,4,San Juan Center,4993,0,0,,0,0,,0,0,0,0,0,0,0
2014,236638,Skagit Valley College,5,Marine Technology Center,4993,0,0,,0,0,,0,0,0,0,1,0,0
2014,236656,South Puget Sound Community College,1,Main Campus,4881,0,0,,0,0,,0,0,0,0,0,0,0
2014,236504,South Seattle College,1,South Seattle College,5535,0,0,,0,0,,0,0,0,0,4,1,0
2014,236504,South Seattle College,2,Georgetown Campus,5535,0,0,,0,0,,0,0,0,0,0,0,0
2014,236692,Spokane Community College,1,Main Campus,9974,0,0,,0,0,,0,0,0,1,0,4,0
2014,236692,Spokane Community College,2,SCC Colville,9974,0,0,,0,0,,0,0,0,0,0,0,0
2014,236692,Spokane Community College,3,SCC Inchelium,9974,0,0,,0,0,,0,0,0,0,0,0,0
2014,236692,Spokane Community College,4,SCC Newport,9974,0,0,,0,0,,0,0,0,0,0,0,0
2014,236692,Spokane Community College,5,SCC Republic,9974,0,0,,0,0,,0,0,0,0,0,0,0
2014,236692,Spokane Community College,7,SCC Ione,9974,0,0,,0,0,,0,0,0,0,0,0,0
2014,236708,Spokane Falls Community College,1,Main Campus,5970,0,0,,0,0,,0,0,0,0,1,6,1
2014,236708,Spokane Falls Community College,5,SFCC Pullman Campus,5970,0,0,,0,0,,0,0,0,0,0,0,0
2014,236744,Stylemaster College of Hair Design,1,Main Campus,77,0,0,,0,0,,0,0,0,0,0,0,0
2014,459550,Summit Salon Academy,1,Main Campus,135,0,0,,0,0,,0,0,0,0,0,1,0
2014,236753,Tacoma Community College,1,Tacoma Community College,7189,0,0,,0,0,,0,0,0,2,2,4,1
2014,235167,The Evergreen State College,1,Main Campus,4219,0,0,,5,0,,0,0,0,0,13,3,2
2014,235167,The Evergreen State College,2,Tacoma Campus,4219,0,0,,0,0,,0,0,0,0,0,0,0
2014,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,297,0,0,,0,0,,0,0,0,0,0,0,0
2014,484826,Tint School of Makeup & Cosmetology-Seattle,1,Tint School of Makeup & Cosmetology,95,0,0,,0,0,,0,0,0,0,0,0,0
2014,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,35,0,0,,0,0,,0,0,0,0,0,0,0
2014,236328,University of Puget Sound,1,Main Campus,2826,0,0,,7,0,,0,0,0,0,5,2,0
2014,377555,University of Washington-Bothell Campus,1,Bothell Campus,4962,0,0,,1,0,,0,0,0,0,2,1,0
2014,236948,University of Washington-Seattle Campus,1,Main Campus,44784,0,0,,8,2,,0,0,3,9,40,9,2
2014,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4477,0,0,,0,0,,0,0,1,2,0,1,0
2014,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,88,0,0,,0,0,,0,0,0,0,0,0,0
2014,236887,Walla Walla Community College,1,Walla Walla Campus,4851,0,0,,0,0,,0,0,0,0,1,2,0
2014,236887,Walla Walla Community College,2,Clarkston Center,4851,0,0,,0,0,,0,0,0,0,0,0,0
2014,236896,Walla Walla University,1,Main Campus,1887,0,0,,0,0,,0,0,0,0,0,2,0
2014,236896,Walla Walla University,2,Billings,1887,0,0,,0,0,,0,0,0,0,0,0,0
2014,236896,Walla Walla University,3,Missoula,1887,0,0,,0,0,,0,0,0,0,0,0,0
2014,236896,Walla Walla University,4,Rosario,1887,0,0,,0,0,,0,0,0,0,0,0,0
2014,236896,Walla Walla University,6,Portland,1887,0,0,,0,0,,0,0,0,0,0,1,0
2014,236939,Washington State University,1,Pullman Campus,28686,0,0,,7,2,,0,0,0,2,32,4,3
2014,236939,Washington State University,2,Vancouver Campus,28686,0,0,,0,0,,0,0,0,0,1,1,0
2014,236939,Washington State University,3,Spokane Campus,28686,0,0,,0,0,,0,0,0,0,1,3,0
2014,236939,Washington State University,4,Tri Cities,28686,0,0,,0,0,,0,0,0,0,0,0,0
2014,236975,Wenatchee Valley College,1,Main Campus,3510,0,0,,0,0,,0,0,0,0,3,0,0
2014,237011,Western Washington University,1,Bellingham Campus,15060,0,0,,5,0,,0,0,0,1,6,2,0
2014,237039,Whatcom Community College,1,Main Campus,4176,0,0,,0,0,,0,0,0,0,0,0,0
2014,237057,Whitman College,1,Whitman College,1498,0,0,,4,2,,0,0,0,0,1,0,0
2014,237066,Whitworth University,1,Main Campus,2654,0,0,,0,0,,0,0,0,0,0,3,0
2014,237109,Yakima Valley College,1,Main Campus,3950,0,0,,0,0,,0,0,0,1,0,4,0
2014,237109,Yakima Valley College,2,Grand View Campus,3950,0,0,,0,0,,0,0,0,0,0,0,0
2015,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3357,0,0,,0,0,,0,0,0,0,0,0,0
2015,482185,Academy of Interactive Entertainment,1,Seattle Campus,106,0,0,,0,0,,0,0,0,0,0,0,0
2015,245883,Antioch University-Seattle,1,Main Campus,656,0,0,,0,0,,0,0,0,0,1,1,0
2015,487348,Aveda Institute Portland-Vancouver Campus,1,Aveda Institute Portland Vancouver Campus,109,0,0,,0,0,,0,0,0,0,0,0,0
2015,235547,Bastyr University,1,Main Campus,1264,0,0,,0,0,,0,0,0,0,0,0,0
2015,235547,Bastyr University,2,Bastyr University California,1264,0,0,,0,0,,0,0,0,0,0,0,0
2015,235671,Bates Technical College,1,Downtown Campus,3272,0,0,,0,0,,0,0,0,0,0,0,0
2015,235671,Bates Technical College,2,South Campus,3272,0,0,,0,0,,0,0,0,1,1,0,0
2015,235671,Bates Technical College,3,Central Campus,3272,0,0,,0,0,,0,0,0,0,0,0,0
2015,234669,Bellevue College,1,Main Campus,13398,0,0,,0,2,,0,0,0,1,6,0,0
2015,234669,Bellevue College,2,North Campus,13398,0,0,,0,0,,0,0,0,0,0,0,0
2015,234696,Bellingham Technical College,1,Main Campus,2403,0,0,,0,0,,0,0,0,0,0,0,0
2015,234711,Big Bend Community College,1,Main Campus,2070,0,0,,0,0,,0,0,0,0,0,0,0
2015,236018,BJ's Beauty & Barber College,1,BJ's Beauty & Barber College,77,0,0,,0,0,,0,0,0,0,0,0,0
2015,262086,Brandman University,3,Brandman University - Bangor Campus,8004,0,0,,0,0,,0,0,0,0,0,0,0
2015,262086,Brandman University,7,Brandman University - Lacey Campus,8004,0,0,,0,0,,0,0,0,0,0,0,0
2015,262086,Brandman University,9,Brandman University - Ft. Lewis Campus,8004,0,0,,0,0,,0,0,0,0,0,0,0
2015,262086,Brandman University,10,Brandman University - McChord Field,8004,0,0,,0,0,,0,0,0,0,0,0,0
2015,262086,Brandman University,25,Brandman University - Whidbey Island Campus,8004,0,0,,0,0,,0,0,0,0,0,0,0
2015,439118,Carrington College-Spokane,1,Carrington College-Spokane,413,0,0,,0,0,,0,0,0,0,0,0,0
2015,439190,Cascadia College,1,Main Campus,3497,0,0,,0,0,,0,0,0,0,1,1,0
2015,234827,Central Washington University,1,Central Washington University,11993,0,0,,13,4,,0,0,1,3,6,3,0
2015,234827,Central Washington University,2,CWU-Yakima,11993,0,0,,0,0,,0,0,0,0,2,0,0
2015,234827,Central Washington University,3,CWU-Pierce,11993,0,0,,0,0,,0,0,0,0,0,0,0
2015,234827,Central Washington University,4,CWU-Lynnwood,11993,0,0,,0,0,,0,0,0,0,0,0,0
2015,234827,Central Washington University,7,CWU-Des Moines,11993,0,0,,0,0,,0,0,0,0,0,0,0
2015,234827,Central Washington University,8,CWU-Moses Lake,11993,0,0,,0,0,,0,0,0,0,0,0,0
2015,234827,Central Washington University,9,CWU-Wenatchee,11993,0,0,,0,0,,0,0,0,0,0,0,0
2015,234845,Centralia College,1,Centralia College,3260,0,0,,0,0,,0,0,0,0,0,0,0
2015,234845,Centralia College,2,Centralia College - East Campus,3260,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,1,Charter College-Anchorage,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,2,Charter College - Wasilla,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,3,Charter College-Pasco,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,4,Charter College - Oxnard,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,6,Charter College-Vancouver,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,102845,Charter College,7,Charter College - Fife,1945,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,2,Everett,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,4,Renton,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,6,Tacoma,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,8,Vancouver,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,10,Vancouver- B.C.,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,11,Victoria- B.C.,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,12,Calgary- AB,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,13,Edmonton- AB,2347,0,0,,0,0,,0,0,0,0,0,0,0
2015,234915,City University of Seattle,17,Seattle - Main,2347,0,0,,0,0,,0,0,0,0,7,0,0
2015,234933,Clark College,1,Main Campus,10477,0,0,,0,2,,0,0,0,0,0,11,0
2015,234933,Clark College,2,Columbia Tech Center,10477,0,0,,0,0,,0,0,0,0,0,0,0
2015,234951,Clover Park Technical College,1,Lakewood Campus,3650,0,0,,0,0,,0,0,0,0,0,2,0
2015,234951,Clover Park Technical College,2,South Hill Campus,3650,0,0,,0,0,,0,0,0,0,0,0,0
2015,234979,Columbia Basin College,1,Columbia Basin College,6422,0,0,,0,0,,0,0,0,0,0,0,0
2015,177065,Columbia College,26,Columbia College @ Marysville,14759,0,0,,0,0,,0,0,0,0,0,0,0
2015,177065,Columbia College,29,Columbia College @ NAS Whidbey Island,14759,0,0,,0,0,,0,0,0,0,0,0,0
2015,235024,Cornish College of the Arts,1,Cornish College of the Arts,724,0,0,,0,0,,0,0,0,0,9,0,0
2015,443410,DigiPen Institute of Technology,1,DigiPen,1076,0,0,,0,0,,0,0,0,0,0,0,0
2015,235088,Divers Institute of Technology,1,DIVERS INSTITUTE OF TECHNOLOGY,233,0,0,,0,0,,0,0,0,0,0,0,0
2015,235097,Eastern Washington University,1,EWU Main Campus,12361,0,0,,6,3,,0,0,0,0,5,4,2
2015,235103,Edmonds College,1,Main Campus,8571,0,0,,1,5,,0,0,0,1,0,2,0
2015,426314,Embry-Riddle Aeronautical University-Worldwide,30,Everett,13740,0,0,,0,0,,0,0,0,0,0,0,0
2015,426314,Embry-Riddle Aeronautical University-Worldwide,111,Seattle,13740,0,0,,0,0,,0,0,0,0,0,0,0
2015,426314,Embry-Riddle Aeronautical University-Worldwide,119,Spokane,13740,0,0,,0,0,,0,0,0,0,0,0,0
2015,426314,Embry-Riddle Aeronautical University-Worldwide,121,Tacoma,13740,0,0,,0,0,,0,0,0,0,0,0,0
2015,426314,Embry-Riddle Aeronautical University-Worldwide,131,Whidbey Island,13740,0,0,,0,0,,0,0,0,0,0,0,0
2015,177339,Evangel University,3,Evangel University - Kirkland,1958,0,0,,0,0,,0,0,0,0,0,0,0
2015,235149,Everett Community College,1,Everett Community College,7505,0,0,,0,0,,0,0,0,1,0,7,0
2015,235149,Everett Community College,2,School of Cosmetology Campus,7505,0,0,,0,0,,0,0,0,0,0,0,0
2015,235149,Everett Community College,3,Aviation Campus,7505,0,0,,0,0,,0,0,0,0,0,0,0
2015,235149,Everett Community College,4,Corporate and Continuing Education Campus,7505,0,0,,0,0,,0,0,0,0,0,0,0
2015,235149,Everett Community College,5,Monroe Center Campus,7505,0,0,,0,0,,0,0,0,0,0,0,0
2015,446260,Evergreen Beauty and Barber College-Everett,1,Main Campus,128,0,0,,0,0,,0,0,0,0,0,0,0
2015,446260,Evergreen Beauty and Barber College-Everett,2,Renton Campus,128,0,0,,0,0,,0,0,0,0,1,0,0
2015,443049,Faith International University,1,Main Campus,370,0,0,,0,0,,0,0,0,0,0,0,0
2015,458131,Gary Manuel Aveda Institute,1,Main Campus,376,0,0,,0,0,,0,0,0,0,0,0,0
2015,235307,Glen Dow Academy of Hair Design,1,Main Campus,78,0,0,,0,0,,0,0,0,0,0,0,0
2015,230889,Goddard College,2,Port Townsend,512,0,0,,0,0,,0,0,0,0,0,0,0
2015,235316,Gonzaga University,1,Main Campus,7491,0,0,,11,1,,0,0,0,0,6,5,0
2015,235316,Gonzaga University,2,Gonzaga-In-Florence,7491,0,0,,0,0,,0,0,0,0,0,0,0
2015,235334,Grays Harbor College,1,Main Campus,1804,0,0,,0,0,,0,0,0,0,2,0,0
2015,235334,Grays Harbor College,2,Riverview Education Center,1804,0,0,,0,0,,0,0,0,0,0,0,0
2015,235334,Grays Harbor College,3,Columbia Education Center,1804,0,0,,0,0,,0,0,0,0,0,0,0
2015,235343,Green River College,1,Main Campus,8153,0,0,,0,1,,0,0,1,1,2,3,0
2015,235343,Green River College,2,Kent Campus,8153,0,0,,0,0,,0,0,0,0,0,1,0
2015,235343,Green River College,3,Enumclaw Campus,8153,0,0,,0,0,,0,0,0,0,0,0,0
2015,235343,Green River College,4,Auburn Center,8153,0,0,,0,0,,0,0,0,0,0,0,0
2015,235422,Heritage University,1,Heritage University Main Campus,1219,0,0,,0,0,,0,0,0,0,1,0,0
2015,235583,Highlights Beauty Schools,1,Main Campus,212,0,0,,0,0,,0,0,0,0,0,0,0
2015,407708,Highlights Beauty Schools,1,Branch Campus,242,0,0,,0,0,,0,0,0,0,0,1,0
2015,235431,Highline College,1,Highline College,6560,0,0,,1,0,,0,0,3,0,1,5,0
2015,235501,International Air and Hospitality Academy,1,Main Campus,122,0,0,,0,0,,0,0,0,0,0,0,0
2015,235699,Lake Washington Institute of Technology,1,Kirkland Campus,3531,0,0,,0,0,,0,0,0,0,0,0,0
2015,235750,Lower Columbia College,1,Lower Columbia College,2969,0,0,,0,0,,0,0,1,1,0,2,1
2015,147369,Moody Bible Institute,2,Spokane,3922,0,0,,0,0,,0,0,0,1,0,0,0
2015,236072,North Seattle College,1,Main Campus,6310,0,0,,0,1,,0,0,0,3,3,2,0
2015,167358,Northeastern University,3,Seattle Campus,19940,0,0,,0,0,,0,0,0,0,0,0,0
2015,377546,Northwest College of Art & Design,1,Main,100,0,0,,0,0,,0,0,0,0,0,0,0
2015,434362,Northwest HVAC/R Training Center,1,Northwest HVAC/R Association & Training Center,42,0,0,,0,0,,0,0,0,0,0,0,0
2015,380377,Northwest Indian College,1,Lummi Campus,641,0,0,,0,0,,0,0,0,0,0,0,0
2015,458140,Northwest School of Wooden Boat Building,1,Main Campus,62,0,0,,0,0,,0,0,0,0,0,0,0
2015,236133,Northwest University,1,Northwest University,1236,0,0,,0,0,,0,0,0,0,0,0,0
2015,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,813,0,0,,0,0,,0,0,0,0,0,0,0
2015,232982,Old Dominion University,22,ODU at Olympic College,24672,0,0,,0,0,,0,0,0,0,0,0,0
2015,236188,Olympic College,1,Bremerton Campus,7177,0,0,,0,0,,0,0,0,0,0,1,0
2015,236188,Olympic College,2,Shelton,7177,0,0,,0,0,,0,0,0,0,0,0,0
2015,236188,Olympic College,3,Poulsbo,7177,0,0,,0,0,,0,0,0,1,0,0,0
2015,236230,Pacific Lutheran University,1,Main Campus,3170,0,0,,3,1,,0,0,0,0,7,1,0
2015,455406,Pacific Northwest University of Health Sciences,1,Main campus,495,0,0,,0,0,,0,0,0,0,1,0,0
2015,178721,Park University,11,Fairchild AFB,11720,0,0,,0,0,,0,0,0,0,0,0,0
2015,235158,Paroba College of Cosmetology,1,Paroba College of Cosmetology,118,0,0,,0,0,,0,0,0,0,0,0,0
2015,234924,Paul Mitchell the School-Richland,1,Paul Mitchell the School Richland,114,0,0,,0,0,,0,0,0,0,0,0,0
2015,462071,Paul Mitchell the School-Spokane,1,Paul Mitchell the School Spokane,158,0,0,,0,0,,0,0,0,0,0,0,0
2015,236258,Peninsula College,1,Main Campus,2271,0,0,,0,0,,0,0,0,0,0,0,0
2015,236258,Peninsula College,2,Forks Branch,2271,0,0,,0,0,,0,0,0,0,0,0,0
2015,236258,Peninsula College,3,Port Townsend Branch,2271,0,0,,0,0,,0,0,0,0,0,0,0
2015,236258,Peninsula College,4,North Olympic Peninsula Skills Center,2271,0,0,,0,0,,0,0,0,0,0,0,0
2015,236212,Perry Technical Institute,1,Perry Technical Institute,825,0,0,,0,0,,0,0,0,0,1,1,0
2015,235237,Pierce College District,1,Pierce College Fort Steilacoom,5559,0,0,,0,0,,0,0,0,0,0,0,1
2015,235237,Pierce College District,2,Pierce College at Joint Base Lewis-McChord- Army,5559,0,0,,0,0,,0,0,0,0,0,0,0
2015,235237,Pierce College District,3,Pierce College at Joint Base Lewis-McChord- Air Force,5559,0,0,,0,0,,0,0,0,0,0,0,0
2015,449074,Pima Medical Institute-Renton,1,Renton Campus,763,0,0,,0,0,,0,0,0,0,0,0,0
2015,368629,Pima Medical Institute-Seattle,1,Seattle Campus,734,0,0,,0,0,,0,0,0,0,0,0,0
2015,236382,Renton Technical College,1,Renton Technical College,3961,0,0,,0,0,,0,0,1,0,1,2,0
2015,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1719,0,0,,0,1,,0,0,0,0,4,0,1
2015,236513,Seattle Central College,1,Seattle Central College,6574,0,0,,0,1,,0,0,1,3,2,2,0
2015,236513,Seattle Central College,2,Seattle Maritime Academy,6574,0,0,,0,0,,0,0,0,0,1,0,0
2015,236513,Seattle Central College,3,Seattle Central Wood Technology Center,6574,0,0,,0,0,,0,0,0,0,0,0,0
2015,439914,Seattle Institute of East Asian Medicine,1,Main Campus,37,0,0,,0,0,,0,0,0,0,0,0,0
2015,236577,Seattle Pacific University,1,Main Campus,4204,0,0,,2,2,,0,0,2,0,13,0,1
2015,236595,Seattle University,1,Main Campus,7405,0,0,,5,1,,0,0,0,0,8,3,1
2015,236610,Shoreline Community College,1,Shoreline Community College,5751,0,0,,0,0,,0,0,0,0,0,2,0
2015,236638,Skagit Valley College,1,Mount Vernon Campus,5290,0,0,,1,0,,0,0,0,1,6,0,0
2015,236638,Skagit Valley College,2,Whidbey Island Campus,5290,0,0,,0,0,,0,0,0,0,0,0,0
2015,236638,Skagit Valley College,4,San Juan Center,5290,0,0,,0,0,,0,0,0,0,0,0,0
2015,236638,Skagit Valley College,5,Marine Technology Center,5290,0,0,,0,0,,0,0,0,0,0,0,0
2015,236638,Skagit Valley College,6,Cardinal Craft Brewing Academy,5290,0,0,,0,0,,0,0,0,0,0,0,0
2015,236656,South Puget Sound Community College,1,Main Campus,4839,0,0,,0,0,,0,0,0,0,0,0,0
2015,236504,South Seattle College,1,South Seattle College,6076,0,0,,0,2,,0,0,0,0,0,0,0
2015,236504,South Seattle College,2,Georgetown Campus,6076,0,0,,0,0,,0,0,0,0,1,0,0
2015,236692,Spokane Community College,1,Main Campus,10218,0,0,,1,0,,0,0,1,0,3,4,0
2015,236692,Spokane Community College,2,SCC Colville,10218,0,0,,0,0,,0,0,0,0,0,0,0
2015,236692,Spokane Community College,3,SCC Inchelium,10218,0,0,,0,0,,0,0,0,0,0,0,0
2015,236692,Spokane Community College,4,SCC Newport,10218,0,0,,0,0,,0,0,0,0,0,0,0
2015,236692,Spokane Community College,5,SCC Republic,10218,0,0,,0,0,,0,0,0,0,0,0,0
2015,236692,Spokane Community College,7,SCC Ione,10218,0,0,,0,0,,0,0,0,0,0,0,0
2015,236708,Spokane Falls Community College,1,Main Campus,5909,0,0,,1,2,,0,0,0,2,1,1,0
2015,236708,Spokane Falls Community College,5,SFCC Pullman Campus,5909,0,0,,0,0,,0,0,0,0,0,0,0
2015,485476,Studio Beauty School,1,Main Campus,41,0,0,,0,0,,0,0,0,0,0,0,0
2015,236744,Stylemaster College of Hair Design,1,Main Campus,72,0,0,,0,0,,0,0,0,0,0,0,0
2015,459550,Summit Salon Academy,1,Main Campus,132,0,0,,0,0,,0,0,0,0,0,0,0
2015,236753,Tacoma Community College,1,Tacoma Community College,7202,0,0,,0,0,,0,0,1,0,2,2,0
2015,235167,The Evergreen State College,1,Main Campus,4190,0,0,,5,0,,0,1,0,0,20,5,0
2015,235167,The Evergreen State College,2,Tacoma Campus,4190,0,0,,0,1,,0,0,0,0,0,0,0
2015,441131,The Seattle School of Theology & Psychology,1,The Seattle School of Theology & Psychology Main Campus,302,0,0,,0,0,,0,0,0,0,0,0,0
2015,484826,Tint School of Makeup & Cosmetology-Seattle,1,Tint School of Makeup & Cosmetology,69,0,0,,0,0,,0,0,0,0,0,0,0
2015,235352,Toni & Guy Hairdressing Academy-Shoreline,1,Evergreen Beauty College - Shoreline,48,0,0,,0,0,,0,0,0,0,0,0,0
2015,236328,University of Puget Sound,1,Main Campus,2774,0,0,,9,1,,0,0,1,1,8,4,0
2015,377555,University of Washington-Bothell Campus,1,Bothell Campus,5277,0,0,,0,0,,0,0,0,0,2,1,0
2015,236948,University of Washington-Seattle Campus,1,Main Campus,45408,0,0,,12,3,,0,0,2,3,36,11,1
2015,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,4599,0,0,,0,0,,0,0,1,0,0,0,0
2015,451626,Victoria's Academy of Cosmetology,1,Victoria's Academy of Cosmetology,86,0,0,,0,0,,0,0,0,0,0,0,0
2015,236887,Walla Walla Community College,1,Walla Walla Campus,4617,0,0,,0,0,,0,0,0,0,1,2,0
2015,236887,Walla Walla Community College,2,Clarkston Center,4617,0,0,,0,0,,0,0,0,0,0,0,0
2015,236896,Walla Walla University,1,Main Campus,1840,0,0,,0,0,,0,0,0,0,2,1,0
2015,236896,Walla Walla University,2,Billings,1840,0,0,,0,0,,0,0,0,0,0,0,0
2015,236896,Walla Walla University,3,Missoula,1840,0,0,,0,0,,0,0,0,0,0,0,0
2015,236896,Walla Walla University,4,Rosario,1840,0,0,,0,0,,0,0,0,0,2,0,0
2015,236896,Walla Walla University,6,Portland,1840,0,0,,0,0,,0,0,0,0,0,2,0
2015,236939,Washington State University,1,Pullman Campus,29686,0,1,,13,2,,1,0,1,0,30,3,1
2015,236939,Washington State University,2,Vancouver Campus,29686,0,0,,0,0,,0,0,0,0,1,0,0
2015,236939,Washington State University,3,Spokane Campus,29686,0,0,,0,0,,0,0,0,0,3,0,0
2015,236939,Washington State University,4,Tri Cities,29686,0,0,,0,0,,0,0,0,0,0,0,0
2015,236975,Wenatchee Valley College,1,Main Campus,3218,0,0,,0,0,,0,0,0,0,0,1,0
2015,237011,Western Washington University,1,Bellingham Campus,15332,0,0,,5,6,,0,0,1,1,5,0,1
2015,237039,Whatcom Community College,1,Main Campus,4391,0,0,,0,0,,0,0,0,0,1,1,0
2015,237057,Whitman College,1,Whitman College,1470,0,0,,6,0,,0,0,0,0,2,2,0
2015,237066,Whitworth University,1,Main Campus,2650,0,0,,1,0,,0,0,0,0,1,0,0
2015,237109,Yakima Valley College,1,Main Campus,3960,0,0,,0,0,,0,0,0,0,4,0,0
2015,237109,Yakima Valley College,2,Grand View Campus,3960,0,0,,0,0,,0,0,0,0,0,0,0
2016,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3569,0,0,,0,0,,0,0,0,0,0,0,0
2016,482185,Academy of Interactive Entertainment,1,Seattle Campus,129,0,0,,0,0,,0,0,0,0,0,0,0
2016,245883,Antioch University-Seattle,1,Main Campus,568,0,0,,0,0,,0,0,1,0,0,1,0
2016,487348,Aveda Institute Portland-Vancouver Campus,1,Aveda Institute Portland Vancouver Campus,129,0,0,,0,0,,0,0,0,0,0,0,0
2016,235547,Bastyr University,1,Main Campus,1247,0,0,,1,0,,0,0,0,0,1,0,0
2016,235547,Bastyr University,2,Bastyr University California,1247,0,0,,0,0,,0,0,0,0,0,0,0
2016,235547,Bastyr University,3,Seattle Clinic,1247,0,0,,0,0,,0,0,0,0,0,0,0
