Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2019,449074,Pima Medical Institute-Renton,1,Renton Campus,717,0,0,0
2019,368629,Pima Medical Institute-Seattle,1,Seattle Campus,577,0,0,0
2019,236382,Renton Technical College,1,Renton Technical College,3755,0,0,0
2019,236513,Seattle Central College,1,Seattle Central College,6743,0,0,0
2019,236577,Seattle Pacific University,1,Main Campus,3529,0,0,0
2019,236610,Shoreline Community College,1,Shoreline Community College,5884,0,0,0
2019,236656,South Puget Sound Community College,1,Main Campus,4974,0,0,0
2019,236656,South Puget Sound Community College,3,SPSCC Lacey Campus,4974,0,0,0
2019,236504,South Seattle College,1,South Seattle College,6141,0,0,0
2019,236504,South Seattle College,2,Georgetown Campus,6141,0,0,0
2019,236692,Spokane Community College,1,Main Campus,10225,0,2,0
2019,236708,Spokane Falls Community College,1,Main Campus,5023,0,0,0
2019,377555,University of Washington-Bothell Campus,1,Bothell Campus,5913,0,0,0
2019,236948,University of Washington-Seattle Campus,1,Main Campus,47576,0,0,5
2019,377564,University of Washington-Tacoma Campus,1,Tacoma Campus,5329,0,0,0
2019,236887,Walla Walla Community College,1,Walla Walla Campus,3671,0,0,0
2019,236887,Walla Walla Community College,2,Clarkston Center,3671,0,0,0
2019,236896,Walla Walla University,1,Main Campus,1831,0,0,0
2019,236939,Washington State University,1,Pullman Campus,31607,0,0,1
2019,236939,Washington State University,2,Vancouver Campus,31607,0,0,0
2019,236939,Washington State University,3,Spokane Campus,31607,0,0,0
2019,236939,Washington State University,4,Tri Cities,31607,0,0,0
2019,237011,Western Washington University,1,Bellingham Campus,16142,0,0,0
2019,237057,Whitman College,1,Whitman College,1579,0,0,0
2019,237109,Yakima Valley College,1,Main Campus,4650,0,0,0
2020,177834,A T Still University of Health Sciences,7,HealthPoint Campus,3995,0,0,0
2020,234696,Bellingham Technical College,1,Main Campus,1848,0,0,0
2020,234711,Big Bend Community College,1,Main Campus,1892,0,0,0
2020,234827,Central Washington University,1,Central Washington University,11174,0,0,0
2020,234845,Centralia College,1,Centralia College,2314,0,0,0
2020,102845,Charter College,1,Charter College-Anchorage,2120,0,0,1
2020,102845,Charter College,8,Charter College-Lacey,2120,0,0,0
2020,234933,Clark College,1,Main Campus,7665,0,0,0
2020,234979,Columbia Basin College,1,Columbia Basin College,6745,0,0,0
2020,443410,DigiPen Institute of Technology,1,DigiPen,1120,0,0,0
2020,235097,Eastern Washington University,1,EWU Main Campus,12349,0,0,2
2020,235103,Edmonds College,1,Main Campus,6545,0,0,0
2020,177339,Evangel University,3,Evangel University - Kirkland,1999,0,0,0
2020,235316,Gonzaga University,1,Main Campus,7295,0,0,0
2020,235334,Grays Harbor College,2,Riverview Education Center,1553,0,0,0
2020,235343,Green River College,1,Main Campus,7493,0,0,0
2020,235431,Highline College,1,Highline College,5829,0,0,0
2020,235750,Lower Columbia College,1,Lower Columbia College,2325,0,0,0
2020,147369,Moody Bible Institute,2,Spokane,2870,0,0,0
2020,236133,Northwest University,1,Northwest University,1184,0,2,0
2020,487603,Northwest University-College of Adult and Professional Studies,1,Main Campus,1215,0,2,0
2020,232982,Old Dominion University,22,ODU at Olympic College,24286,0,0,0
2020,236188,Olympic College,1,Bremerton Campus,5357,0,0,0
2020,455406,Pacific Northwest University of Health Sciences,1,Main campus,573,0,0,0
2020,236258,Peninsula College,2,Forks Branch,1727,0,0,0
2020,236258,Peninsula College,3,Port Townsend Branch,1727,0,0,0
2020,236258,Peninsula College,4,North Olympic Peninsula Skills Center,1727,0,0,0
2020,236212,Perry Technical Institute,1,Perry Technical Institute,881,0,0,0
2020,449074,Pima Medical Institute-Renton,1,Renton Campus,666,0,0,0
2020,368629,Pima Medical Institute-Seattle,1,Seattle Campus,646,0,0,0
2020,236382,Renton Technical College,1,Renton Technical College,3214,0,0,0
2020,236452,Saint Martin's University,1,Saint Martin's University Lacey Campus,1638,0,0,0
2020,236513,Seattle Central College,1,Seattle Central College,5763,0,0,0
2020,236577,Seattle Pacific University,1,Main Campus,3601,0,0,0
2020,236656,South Puget Sound Community College,1,Main Campus,4665,0,0,0
2020,236692,Spokane Community College,1,Main Campus,7081,0,0,0
2020,236708,Spokane Falls Community College,1,Main Campus,4189,0,0,0
2020,459550,Summit Salon Academy,1,Main Campus,133,0,0,0
2020,377555,University of Washington-Bothell Campus,1,Bothell Campus,6304,0,0,0
2020,236948,University of Washington-Seattle Campus,1,Main Campus,48149,0,0,3
2020,236887,Walla Walla Community College,1,Walla Walla Campus,2940,0,0,0
2020,236887,Walla Walla Community College,2,Clarkston Center,2940,0,0,0
2020,236896,Walla Walla University,1,Main Campus,1737,0,0,0
2020,236939,Washington State University,1,Pullman Campus,31159,0,0,2
2020,236939,Washington State University,3,Spokane Campus,31159,0,0,0
2020,236939,Washington State University,4,Tri Cities,31159,0,0,0
2020,237011,Western Washington University,1,Bellingham Campus,15197,0,0,0
2020,237039,Whatcom Community College,1,Main Campus,2719,0,0,0
2020,237057,Whitman College,1,Whitman College,1360,0,0,0
2020,237109,Yakima Valley College,1,Main Campus,3954,0,0,0
2020,237109,Yakima Valley College,2,Grand View Campus,3954,0,0,0
